2765996	way	205875896			
2765996	way	313316145			
2765996	way	313316113			
2765996	way	43963641			
2765996	way	43962882			
2765996	way	43962890			
2765996	node	938372468	stop		
2765996	node	1229583045	stop		
2765996	node	2669094331	stop		
2765996	way	305509440			
2765996				name	Sealdah Rajdhani Express
2765996				operator	Eastern Railways
2765996				ref	12314
2765996				route	train
2765996				type	route
1942443	way	143390016	outer		
1942443	way	143390021	outer		
1942443	way	143390023	outer		
1942443	way	45711863	outer		
1942443	way	263923654	outer		
1942443	way	143390019	outer		
1942443	way	143407164			
1942443	way	264551591			
1942443	way	264549359			
1942443	way	264556307			
1942443	way	264556304			
1942443	way	264556313			
1942443	way	264329913			
1942443	way	264556303			
1942443	way	264556316			
1942443	way	264557612			
1942443	way	262430505			
1942443	way	264428223			
1942443	way	264428219			
1942443	way	262425557			
1942443	way	262430817			
1942443	way	264428224			
1942443	way	262507224			
1942443	way	262423828			
1942443	way	262426896			
1942443	way	262426655			
1942443	way	262426656			
1942443	way	262426654			
1942443	way	262431612			
1942443	way	262432102			
1942443	way	262511152			
1942443	way	264755203			
1942443	way	262432203			
1942443	way	264755200			
1942443	way	262430896			
1942443	way	264329917			
1942443	way	143405038			
1942443				boundary	political
1942443				name	Central Delhi District
1942443				type	boundary
1942443				wikipedia	en:Central Delhi
3587975	relation	1942625			
3587975	relation	1942588			
3587975	relation	3560206			
3587975	relation	1942602			
3587975	relation	1942443			
3587975	relation	1942605			
3587975	relation	1942609			
3587975	relation	1942620			
3587975	relation	1942663			
3587975	relation	3588253			
3587975	relation	3588982			
3587975				boundary	political
3587975				name	Districts of Delhi
3587975				type	boundary
3587975				wikipedia	en:South West Delhi
3588982	way	267447353	outer		
3588982	way	213851537	outer		
3588982	way	143390023	outer		
3588982	way	200583721	outer		
3588982	way	200571504	outer		
3588982	way	208551282	outer		
3588982	way	266899073	outer		
3588982	way	208551280	outer		
3588982	way	263385584	outer		
3588982	way	200567328	outer		
3588982	way	263761746	outer		
3588982	way	263918273	outer		
3588982	way	45711863	outer		
3588982	way	263927257	outer		
3588982	way	263918270	outer		
3588982	way	258900797	outer		
3588982	way	263918268	outer		
3588982	way	263819667	outer		
3588982	node	2108403930	outer		
3588982	way	201882672	outer		
3588982	way	201881724	outer		
3588982	way	201881847	outer		
3588982	way	263803534	outer		
3588982	way	263801423	outer		
3588982	way	263801430	outer		
3588982	way	263790460	outer		
3588982	way	263790461	outer		
3588982	way	263784496	outer		
3588982	way	263784495	outer		
3588982				boundary	political
3588982				name	New Delhi District
3588982				type	boundary
3588982				wikipedia	en:New Delhi
3705427	way	278577262	outer		
3705427				admin_level	9
3705427				alt_name	lt
3705427				boundary	administrative
3705427				landuse	residential
3705427				name	DIZ Area
3705427				type	boundary
3705428	node	2829272927	label		
3705428	way	34404757	outer		
3705428				type	multipolygon
3705429	way	278577267	outer		
3705429	node	2829272928	label		
3705429				type	multipolygon
5296222	way	354571859	outer		
5296222	way	354571860	inner		
5296222				building	yes
5296222				type	multipolygon
5308137	way	355457880	outer		
5308137	way	355457881	inner		
5308137				building	yes
5308137				type	multipolygon
5308138	way	355457879	outer		
5308138	way	355457882	inner		
5308138				building	yes
5308138				type	multipolygon
5308139	way	350076788	outer		
5308139	way	350076812	inner		
5308139	way	350076799	inner		
5308139				building	yes
5308139				type	multipolygon
5308140	way	350076768	outer		
5308140	way	350076842	inner		
5308140	way	350076826	inner		
5308140				building	yes
5308140				type	multipolygon
5308141	way	350076776	outer		
5308141	way	350076852	inner		
5308141	way	350076834	inner		
5308141				building	yes
5308141				type	multipolygon
5308142	way	350076757	outer		
5308142	way	350076832	inner		
5308142	way	350076816	inner		
5308142				building	yes
5308142				type	multipolygon
5308143	way	350076774	outer		
5308143	way	350076807	inner		
5308143	way	350076843	inner		
5308143				building	yes
5308143				type	multipolygon
5308144	way	350076782	outer		
5308144	way	350076830	inner		
5308144	way	350076848	inner		
5308144				building	yes
5308144				type	multipolygon
5308145	way	350076791	outer		
5308145	way	350076822	inner		
5308145	way	350076803	inner		
5308145				building	yes
5308145				type	multipolygon
5308146	way	350076765	outer		
5308146	way	350076805	inner		
5308146	way	350076824	inner		
5308146				building	yes
5308146				type	multipolygon
5308147	way	350076779	outer		
5308147	way	350076801	inner		
5308147	way	350076847	inner		
5308147				building	yes
5308147				type	multipolygon
5308148	way	350076770	outer		
5308148	way	350076828	inner		
5308148	way	350076850	inner		
5308148				building	yes
5308148				type	multipolygon
5308149	way	350076754	outer		
5308149	way	350076810	inner		
5308149	way	350076814	inner		
5308149				building	yes
5308149				type	multipolygon
5308150	way	350076760	outer		
5308150	way	350076818	inner		
5308150	way	350076845	inner		
5308150				building	yes
5308150				type	multipolygon
5308151	way	350076771	outer		
5308151	way	350076836	inner		
5308151	way	350076844	inner		
5308151				building	yes
5308151				type	multipolygon
5308152	way	350076771	outer		
5308152	way	350076763	outer		
5308152	way	350076836	inner		
5308152	way	350076844	inner		
5308152	way	350076820	inner		
5308152	way	350076846	inner		
5308152				type	multipolygon
5308153	way	350076771	outer		
5308153	way	350076763	outer		
5308153	way	350076785	outer		
5308153	way	350076836	inner		
5308153	way	350076844	inner		
5308153	way	350076820	inner		
5308153	way	350076846	inner		
5308153	way	350076808	inner		
5308153	way	350076797	inner		
5308153				type	multipolygon
3848452	node	938409470	label		
3848452	way	80418143	outer		
3848452				admin_level	10
3848452				boundary	administrative
3848452				landuse	residential
3848452				name	Basti Hazrat Khwaja Mir Dard
3848452				type	boundary
3849953	way	80418122	outer		
3849953	way	289833691	outer		
3849953				admin_level	10
3849953				boundary	administrative
3849953				landuse	residential
3849953				name	Minto Road Complex
3849953				type	boundary
3849954	way	289833691	outer		
3849954	way	289833692	outer		
3849954	way	289833688	outer		
3849954	way	289833687	outer		
3849954				admin_level	9
3849954				boundary	administrative
3849954				name	Rouse Avenue
3849954				type	boundary
3849955	way	289833690			
3849955	way	289833689			
3849955	way	289833688			
3849955				admin_level	10
3849955				boundary	administrative
3849955				landuse	residential
3849955				name	Pocket - VI
3849955				type	boundary
2536305	relation	447214			
2536305	relation	447210			
2536305	relation	447209			
2536305	relation	2535795			
2536305	relation	2535796			
2536305	relation	2535797			
2536305	relation	5425208			
2536305	relation	3709979			
2536305	relation	2535798			
2536305	relation	2536069			
2536305	relation	3537978			
2536305	relation	4481323			
2536305				name	Delhi Transport System
2536305				type	network
3437696	way	372219772			
3437696	way	371954057			
3437696	way	380964042			
3437696	way	380964041			
3437696	way	381069346			
3437696	way	381069351			
3437696	way	381069370			
3437696	way	381069394			
3437696	way	380964039			
3437696	way	372219783			
3437696	way	372219784			
3437696	way	44629483			
3437696	way	44629484			
3437696	way	385081053			
3437696	way	385081052			
3437696	way	385081054			
3437696	way	385081055			
3437696	way	44629491			
3437696	way	44629497			
3437696	way	385167986			
3437696	way	367611309			
3437696	way	367611317			
3437696	way	372163994			
3437696	way	328148413			
3437696	way	328148408			
3437696	way	117929404			
3437696	way	374797534			
3437696	way	374797540			
3437696	way	371949483			
3437696	way	371949485			
3437696	way	371949486			
3437696	way	369941501			
3437696	way	369941500			
3437696	way	369776732			
3437696	way	369776731			
3437696	way	373198618			
3437696	way	375233881			
3437696	way	23372266			
3437696	way	117957130			
3437696	way	117627799			
3437696	way	375613066			
3437696	way	375613069			
3437696	way	372098692			
3437696	way	375613067			
3437696	way	375613065			
3437696	way	364645692			
3437696	way	364645688			
3437696	way	277826616			
3437696	way	263942066			
3437696	way	277826605			
3437696	way	277826609			
3437696	way	277826618			
3437696	way	263351381			
3437696	way	277826621			
3437696	way	277826612			
3437696	way	277826606			
3437696	way	266427783			
3437696	way	277826615			
3437696	way	266427781			
3437696	way	277803924			
3437696	way	277808155			
3437696	way	277808158			
3437696	way	277803921			
3437696	way	277803909			
3437696	way	277803916			
3437696	way	277803925			
3437696	way	277803917			
3437696	way	277803913			
3437696	way	277803920			
3437696	way	277803912			
3437696	way	277803923			
3437696	way	277803927			
3437696	way	165990649			
3437696	way	277783280			
3437696	way	372007645			
3437696	way	375613068			
3437696	way	375613071			
3437696	way	372023312			
3437696	way	277826607			
3437696	way	277826626			
3437696	way	277826613			
3437696	way	277826620			
3437696	way	277826610			
3437696	way	277826619			
3437696	way	277826608			
3437696	way	277826614			
3437696	way	277826611			
3437696	way	277826617			
3437696	way	277808364			
3437696	way	277808365			
3437696	way	277808156			
3437696	way	277808152			
3437696	way	277803922			
3437696	way	277803928			
3437696	way	277803915			
3437696	way	277803926			
3437696	way	277803919			
3437696	way	277803911			
3437696	way	277803914			
3437696	way	277803910			
3437696	way	277803918			
3437696	way	277803929			
3437696	way	277784317			
3437696	way	277784308			
3437696	way	277784309			
3437696	way	277784339			
3437696	way	277784314			
3437696	way	277784332			
3437696	way	277783265			
3437696	way	277783261			
3437696	way	277783266			
3437696	way	277783277			
3437696	way	247787291			
3437696	way	277783260			
3437696	way	277783272			
3437696	way	277783276			
3437696	way	277783268			
3437696	way	277783274			
3437696	way	277783262			
3437696	way	277783285			
3437696	way	277783275			
3437696	way	277784311			
3437696	way	277784324			
3437696	way	277784320			
3437696	way	277784326			
3437696	way	277783269			
3437696	way	277783258			
3437696	way	277783267			
3437696	way	277783278			
3437696	way	277783263			
3437696	way	277783259			
3437696	way	277783270			
3437696	way	277783281			
3437696	way	277783271			
3437696	way	277783273			
3437696	way	277783264			
3437696	way	277783284			
3437696	way	135561087			
3437696	way	66661893			
3437696	way	66661883			
3437696	way	247678098			
3437696	way	247678099			
3437696	way	256506754			
3437696	way	66662098			
3437696	way	60741771			
3437696	way	97094710			
3437696	way	97094721			
3437696	way	60738156			
3437696	way	256501411			
3437696	way	28474864			
3437696	way	316677247			
3437696	way	316677246			
3437696	way	28474873			
3437696	way	96945940			
3437696	way	96945949			
3437696	way	96945930			
3437696	way	96946019			
3437696	way	155686332			
3437696	way	319623943			
3437696	way	319623946			
3437696	way	88108750			
3437696	way	197526110			
3437696	way	232077822			
3437696	way	232077823			
3437696	way	247529294			
3437696	way	247529293			
3437696	way	102470556			
3437696	way	102470625			
3437696	way	28422262			
3437696	way	26647956			
3437696	way	26647921			
3437696	way	382065676			
3437696	way	382065678			
3437696	way	382065650			
3437696	way	26265059			
3437696	way	28458353			
3437696	way	28458352			
3437696	way	42779899			
3437696	way	42779898			
3437696	way	42779894			
3437696	way	42779895			
3437696	way	42779890			
3437696	way	42779891			
3437696	way	256501409			
3437696	way	26648166			
3437696	way	26648135			
3437696	way	42779883			
3437696	way	42779884			
3437696	way	87385507			
3437696	way	87385516			
3437696	way	133735507			
3437696	way	149134707			
3437696	way	110542135			
3437696	way	110542115			
3437696	way	69755507			
3437696	way	69755495			
3437696	way	69755487			
3437696	way	28454219			
3437696	way	205006941			
3437696	way	215507910			
3437696	way	215507920			
3437696	way	205006959			
3437696	way	28784479			
3437696	way	28784481			
3437696	way	110542108			
3437696	way	28454513			
3437696	way	28784788			
3437696	way	28784792			
3437696	way	28784745			
3437696	way	28784743			
3437696	way	28773899			
3437696	way	28773898			
3437696	way	28783980			
3437696	way	28783979			
3437696	way	28792552			
3437696	way	28792554			
3437696	way	28783249			
3437696	way	28783251			
3437696	way	28422067			
3437696	way	91876896			
3437696	way	100769364			
3437696	way	101267888			
3437696	way	247366581			
3437696	way	247366573			
3437696	way	247366575			
3437696	way	247366570			
3437696	way	215507931			
3437696	way	247373414			
3437696	way	43963643			
3437696	way	313316117			
3437696	way	313316144			
3437696	way	205875896			
3437696	way	359786307			
3437696	way	359786308			
3437696	way	359786306			
3437696	way	205875690			
3437696	way	313316109			
3437696	way	313316115			
3437696	way	44376455			
3437696	way	44376462			
3437696	way	44376264			
3437696	way	44376261			
3437696	way	44376260			
3437696	way	44376257			
3437696	way	44376236			
3437696	way	44376243			
3437696	way	44376139			
3437696	way	44376140			
3437696	way	44376109			
3437696	way	44376106			
3437696	way	44376108			
3437696	way	247384452			
3437696	way	247384449			
3437696	way	174037454			
3437696	way	247421204			
3437696	way	247421202			
3437696	way	196766848			
3437696	way	111558269			
3437696	way	99610978			
3437696	way	111558308			
3437696	way	164461752			
3437696	way	24514282			
3437696	way	63622997			
3437696	way	45098257			
3437696	way	45098207			
3437696	way	45098265			
3437696	way	45098248			
3437696	way	205875689			
3437696	way	76568490			
3437696	way	45098313			
3437696	way	45098320			
3437696	way	74121923			
3437696	way	74121924			
3437696	way	74121779			
3437696	way	74121762			
3437696	way	76727407			
3437696	way	76727388			
3437696	way	76849466			
3437696	way	76849293			
3437696	way	76733622			
3437696	way	76733623			
3437696	way	77011155			
3437696	way	77011157			
3437696	way	77011124			
3437696	way	77011099			
3437696	way	77366963			
3437696	way	77366997			
3437696	way	77011071			
3437696	way	77366974			
3437696	way	77601804			
3437696	node	664453001	stop		
3437696	node	664468000	stop		
3437696	node	664468001	stop		
3437696	node	664467737	stop		
3437696	node	310993110	stop		
3437696	node	664468968	stop		
3437696	node	664469183	stop		
3437696	node	664469184	stop		
3437696	node	664459003	stop		
3437696	node	1765885550	stop		
3437696	node	1765897125	stop		
3437696	node	1765897140	stop		
3437696	node	1672312834	stop		
3437696	node	1672312672	stop		
3437696	node	664457705	stop		
3437696	node	663950712	stop		
3437696	node	2476939541	stop		
3437696	node	2476939708	stop		
3437696	node	310991322	stop		
3437696	node	806413328	stop		
3437696	node	806416242	stop		
3437696	node	1327336696	stop		
3437696	node	2432137990	stop		
3437696	node	2431935564	stop		
3437696	node	1327569082	stop		
3437696	node	252584713	stop		
3437696	node	797997797	stop		
3437696	node	252584712	stop		
3437696	node	252584710	stop		
3437696	node	1327327563	stop		
3437696	node	252584706	stop		
3437696	node	252584703	stop		
3437696	node	252584702	stop		
3437696	node	797804730	stop		
3437696	node	797804697	stop		
3437696	node	797804874	stop		
3437696	node	1327778117	stop		
3437696	node	806415556	stop		
3437696	node	806415041	stop		
3437696	node	806414529	stop		
3437696	node	806415817	stop		
3437696	node	1774866460	stop		
3437696	node	806415777	stop		
3437696	node	1775321358	stop		
3437696	node	760402744	stop		
3437696	node	1262385347	stop		
3437696	node	1156483737	stop		
3437696	node	760402787	stop		
3437696	node	1739923818	stop		
3437696	node	806437664	stop		
3437696	node	312821651	stop		
3437696	node	312820310	stop		
3437696	node	312819941	stop		
3437696	node	312819409	stop		
3437696	node	312816887	stop		
3437696	node	312816592	stop		
3437696	node	312816037	stop		
3437696	node	1124645587	stop		
3437696	node	312813849	stop		
3437696	node	1680634045	stop		
3437696	node	1126256060	stop		
3437696	node	312814036	stop		
3437696	node	1126256625	stop		
3437696	node	1126786493	stop		
3437696	node	312258112	stop		
3437696	node	1183404458	stop		
3437696	node	1183401193	stop		
3437696	node	1183400551	stop		
3437696	node	1113050631	stop		
3437696	node	2073132077	stop		
3437696	node	766557579	stop		
3437696	node	252584691	stop		
3437696	node	834463208	stop		
3437696	node	834463349	stop		
3437696	node	1262184503	stop		
3437696	node	1490143091	stop		
3437696	node	1262190192	stop		
3437696	node	1262186748	stop		
3437696	node	312613227	stop		
3437696	node	252584690	stop		
3437696	node	1361960079	stop		
3437696	node	312634962	stop		
3437696	node	1067666391	stop		
3437696	node	1164750474	stop		
3437696	node	2087337137	stop		
3437696	node	1168865063	stop		
3437696	node	784366401	stop		
3437696	node	784366885	stop		
3437696	node	1179150266	stop		
3437696	node	2087355466	stop		
3437696	node	1168873929	stop		
3437696	node	563991642	stop		
3437696	node	784366685	stop		
3437696	node	1269898235	stop		
3437696	node	784367654	stop		
3437696	node	1269934576	stop		
3437696	node	1761298113	stop		
3437696	node	266585003	stop		
3437696	node	1682282851	stop		
3437696	node	348042454	stop		
3437696	node	1270719976	stop		
3437696	node	1151067074	stop		
3437696	node	1270718692	stop		
3437696	node	1270718262	stop		
3437696	node	1151066865	stop		
3437696	node	1271236277	stop		
3437696	node	2274918535	stop		
3437696	node	1760984145	stop		
3437696	node	2073342135	stop		
3437696	node	2130805059	stop		
3437696	node	2130805144	stop		
3437696	node	2274918631	stop		
3437696	node	2083320350	stop		
3437696	node	902351341	stop		
3437696	node	1988693379	stop		
3437696	node	944845341	stop		
3437696	node	1988513599	stop		
3437696	node	1988513598	stop		
3437696	node	938372549	stop		
3437696	node	2669085015	stop		
3437696	node	2669094327	stop		
3437696	node	2669094333	stop		
3437696				fixme	routing at Delhi/New Delhi?
3437696				name	Howrah–Delhi Main Line
3437696				route	railway
3437696				type	route
3437696				wikipedia	en:Howrah–Delhi main line
3895402	way	293153170	outer		
3895402				admin_level	10
3895402				boundary	administrative
3895402				landuse	residential
3895402				name	Railway Colony
3895402				type	boundary
3905298	way	293936952	outer		
3905298	way	293936955	outer		
3905298				admin_level	10
3905298				boundary	administrative
3905298				landuse	railway
3905298				name	New Delhi Railway Station
3905298				type	boundary
3911378	way	294281367	outer		
3911378				admin_level	10
3911378				boundary	administrative
3911378				landuse	residential
3911378				name	Aram Bagh
3911378				type	boundary
3911380	way	294281369	outer		
3911380				admin_level	10
3911380				boundary	administrative
3911380				landuse	residential
3911380				name	Jahanuma
3911380				type	boundary
2536069	node	914644362	stop		
2536069	node	914644353	stop		
2536069	node	1988513600	stop		
2536069	node	1988513580	stop		
2536069	node	913019239	stop		
2536069	node	938372549	stop		
2536069	node	1988513598	stop		
2536069	node	1988513599	stop		
2536069	node	1988513583	stop		
2536069	node	1988585233	stop		
2536069	node	1988513581	stop		
2536069	node	910356522	stop		
2536069	node	1988513582	stop		
2536069	node	1988513597	stop		
2536069	node	910356438	stop		
2536069	node	910450587	stop		
2536069	node	1988585239	stop		
2536069	node	1988513576	stop		
2536069	node	1988513578	stop		
2536069	node	915246034	stop		
2536069	node	1988513579	stop		
2536069	node	2669085015	stop		
2536069	way	77595106			
2536069	way	77603105			
2536069	way	77603087			
2536069	way	77604296			
2536069	way	77603080			
2536069	way	77603061			
2536069	way	77603059			
2536069	way	77366967			
2536069	way	77366955			
2536069	way	77366984			
2536069	way	77366970			
2536069	way	188228340			
2536069	way	77011114			
2536069	way	77011123			
2536069	way	77011077			
2536069	way	77011074			
2536069	way	312031917			
2536069	way	77011089			
2536069	way	77015789			
2536069	way	31059206			
2536069	way	31059205			
2536069	way	77882068			
2536069	way	369465484			
2536069	way	77882063			
2536069				name	Delhi Ring Railway
2536069				route	railway
2536069				type	route
447209	node	915595470	stop		
447209	node	915595409	stop		
447209	node	915595446	stop		
447209	node	915595437	stop		
447209	node	915595467	stop		
447209	node	906772185	stop		
447209	node	1869899247	stop		
447209	node	906780869	stop		
447209	node	906772268	stop		
447209	node	906780885	stop		
447209	node	554257844	stop		
447209	node	554257831	stop		
447209	node	554257824	stop		
447209	node	554257827	stop		
447209	node	554257839	stop		
447209	node	939091076	stop		
447209	node	554257820	stop		
447209	node	345234443	stop		
447209	node	345234441	stop		
447209	node	345234440	stop		
447209	node	268217229	stop		
447209	node	347676595	stop		
447209	node	347676531	stop		
447209	node	347676947	stop		
447209	node	249823635	stop		
447209	node	249823630	stop		
447209	node	663798999	stop		
447209	node	610886106	stop		
447209	node	347677816	stop		
447209	node	913550169	stop		
447209	node	347685192	stop		
447209	node	347685176	stop		
447209	node	249823566	stop		
447209	node	249823558	stop		
447209	node	249823552	stop		
447209	node	249235048	stop		
447209	node	249823531	stop		
447209	node	249235042	stop		
447209	node	249235041	stop		
447209	node	347688420	stop		
447209	node	347688434	stop		
447209	node	347688615	stop		
447209	node	347688730	stop		
447209	node	347688731	stop		
447209	way	210933925			
447209	way	383657723			
447209	way	139071687			
447209	way	139071686			
447209	way	139071669			
447209	way	77006076			
447209	way	43766190			
447209	way	52082767			
447209	way	164931219			
447209	way	31266154			
447209	way	188240586			
447209				colour	blue
447209				public_transport:version	1
447209				ref	3
447209				route	subway
447209				type	route
2535798	node	940975616	stop		
2535798	node	927873494	stop		
2535798	node	554257763	stop		
2535798	node	927873513	stop		
2535798	node	554257833	stop		
2535798	node	938409545	stop		
2535798	way	188216912			
2535798	way	79482956			
2535798	way	79482955			
2535798	way	103170729			
2535798	way	80677193			
2535798				colour	orange
2535798				name	Airport Express Line
2535798				public_transport:version	1
2535798				ref	AEx
2535798				route	subway
2535798				type	route
447210	node	2837147019	stop		
447210	node	2837147020	stop		
447210	node	2837147021	stop		
447210	node	913486465	stop		
447210	node	663781793	stop		
447210	node	663781034	stop		
447210	node	663780748	stop		
447210	node	913485885	stop		
447210	node	663777967	stop		
447210	node	663777956	stop		
447210	node	561300694	stop		
447210	node	268381477	stop		
447210	node	554257862	stop		
447210	node	554257842	stop		
447210	node	554257841	stop		
447210	node	939091076	stop		
447210	node	554257818	stop		
447210	node	1988668268	stop		
447210	node	554257800	stop		
447210	node	554257797	stop		
447210	node	554257805	stop		
447210	node	554257793	stop		
447210	node	554257789	stop		
447210	node	554257787	stop		
447210	node	554257785	stop		
447210	node	922910160	stop		
447210	node	939284656	stop		
447210	node	554257781	stop		
447210	node	554257755	stop		
447210	node	271335970	stop		
447210	node	271335980	stop		
447210	node	271335545	stop		
447210	node	535297593	stop		
447210	node	271335327	stop		
447210	node	413317779	stop		
447210	node	922909980	stop		
447210	way	24530429			
447210	way	360422865			
447210	way	78734045			
447210	way	154708919			
447210	way	343626950			
447210	way	79482957			
447210	way	52080429			
447210	way	77629917			
447210	way	77629898			
447210	way	77629950			
447210	way	77629938			
447210	way	77629948			
447210	way	379815255			
447210	way	379815254			
447210	way	321073007			
447210				colour	yellow
447210				public_transport:version	1
447210				ref	2
447210				route	subway
447210				type	route
2535797	node	927873481	stop		
2535797	node	562620239	stop		
2535797	node	562620241	stop		
2535797	node	562620806	stop		
2535797	node	562620810	stop		
2535797	node	927873489	stop		
2535797	node	1135153141	stop		
2535797	node	927873510	stop		
2535797	node	927873461	stop		
2535797	node	856302882	stop		
2535797	node	562622101	stop		
2535797	node	562622242	stop		
2535797	node	1706019482	stop		
2535797	node	562622248	stop		
2535797	node	562722447	stop		
2535797	node	2837194690	stop		
2535797	node	2837246578	stop		
2535797	node	2837246577	stop		
2535797	node	2837246580	stop		
2535797	node	2837246576	stop		
2535797	node	2837246579	stop		
2535797	node	2837246575	stop		
2535797	node	3284150025	stop		
2535797	node	2837246581	stop		
2535797	way	188245893			
2535797	way	44278043			
2535797	way	44278167			
2535797	way	191231985			
2535797	way	364909767			
